"label"	"tax"
"tax1646"	"Desulfobaccaceae"
"tax1647"	"Asaia"
"tax1648"	"Cercospora"
"tax1649"	"Wolbachia"
"tax1650"	"Acaryochloridaceae"
"tax1651"	"Acaryochloris"
"tax1652"	"Psilocybe"
"tax1653"	"Strophariaceae"
"tax1654"	"Aggregatibacter"
"tax1655"	"Aerococcaceae"
"tax1656"	"Kordiimonadaceae"
"tax1657"	"Kordiimonas"
"tax1658"	"Pseudohongiella"
"tax1659"	"Pseudorhodobacter"
"tax1660"	"Sporomusa"
"tax1661"	"Rhodoluna"
"tax1662"	"Coxiella"
"tax1663"	"Caproiciproducens"
"tax1664"	"Anaerotruncus"
"tax1665"	"Tunicatimonas"
"tax1666"	"Ectothiorhodosinus"
"tax1667"	"Chondrinema"
"tax1668"	"Oceanobacillus"
"tax1669"	"Anaerocolumna"
"tax1670"	"Lactococcus"
"tax1671"	"Brocadiaceae"
"tax1672"	"Kuenenia"
"tax1673"	"Amphritea"
"tax1674"	"Fictibacillus"
"tax1675"	"Fischerella"
"tax1676"	"Hapalosiphonaceae"
"tax1677"	"Ammonifex"
"tax1678"	"Spiroplasma"
"tax1679"	"Spiroplasmataceae"
"tax1680"	"Porifericola"
"tax1681"	"Mycoplasma"
"tax1682"	"Nitratiruptoraceae"
"tax1683"	"Hafnia"
"tax1684"	"Macrococcus"
"tax1685"	"Salinimicrobium"
"tax1686"	"Maribellus"
"tax1687"	"Actinotignum"
"tax1688"	"Leptothermofonsia"
"tax1689"	"Maritalea"
"tax1690"	"Dolichospermum"
"tax1691"	"Aquificaceae"
"tax1692"	"Desulfosediminicola"
"tax1693"	"Duffyella"
"tax1694"	"Duncaniella"
"tax1695"	"Velamenicoccus"
"tax1696"	"Iodobacter"
"tax1697"	"Borreliaceae"
"tax1698"	"Poriferisphaera"
"tax1699"	"Halostagnicola"
"tax1700"	"Natrialba"
"tax1701"	"Thermacetogenium"
"tax1702"	"Leptotrichiaceae"
"tax1703"	"Acidaminococcus"
"tax1704"	"Venatoribacter"
"tax1705"	"Subdoligranulum"
"tax1706"	"Plesiomonas"
"tax1707"	"Ligilactobacillus"
"tax1708"	"Litorivicinaceae"
"tax1709"	"Litorivicinus"
"tax1710"	"Oecophyllibacter"
"tax1711"	"Psychromicrobium"
"tax1712"	"Gilvimarinus"
"tax1713"	"Planktothrix"
"tax1714"	"Oscillibacter"
"tax1715"	"Pelagisphaera"
"tax1716"	"Fluviibacter"
"tax1717"	"Fluviibacteraceae"
"tax1718"	"Paludibacter"
"tax1719"	"Paludibacteraceae"
"tax1720"	"Leeuwenhoekiella"
"tax1721"	"Desulfohalobiaceae"
"tax1722"	"Desulfohalobium"
"tax1723"	"Methylacidiphilaceae"
"tax1724"	"Methylacidiphilum"
"tax1725"	"Epilithonimonas"
"tax1726"	"Aliamphritea"
"tax1727"	"Musicola"
"tax1728"	"Penicillium"
"tax1729"	"Atlantibacter"
"tax1730"	"Sodaliphilus"
"tax1731"	"Limnobacter"
"tax1732"	"Aurantimicrobium"
"tax1733"	"Muribaculum"
"tax1734"	"Botrytis"
"tax1735"	"Sclerotiniaceae"
"tax1736"	"Leptodesmis"
"tax1737"	"Acholeplasmataceae"
"tax1738"	"Mangrovivirga"
"tax1739"	"Mangrovivirgaceae"
"tax1740"	"Seonamhaeicola"
"tax1741"	"Koinonema"
"tax1742"	"Aureispira"
"tax1743"	"Peptoniphilus"
"tax1744"	"Jejubacter"
"tax1745"	"Actinobaculum"
"tax1746"	"Saprospira"
"tax1747"	"Sulfurospirillaceae"
"tax1748"	"Sulfurospirillum"
"tax1749"	"Sphaerochaeta"
"tax1750"	"Cryptococcaceae"
"tax1751"	"Cryptococcus"
"tax1752"	"Abyssalbus"
"tax1753"	"Caldicellulosiruptor"
"tax1754"	"Caldicellulosiruptoraceae"
"tax1755"	"Halocatena"
"tax1756"	"Methyloradius"
"tax1757"	"Pseudopedobacter"
"tax1758"	"Magnetococcaceae"
"tax1759"	"Magnetococcus"
"tax1760"	"Oleidesulfovibrio"
"tax1761"	"Pyrobaculum"
"tax1762"	"Thalassobacter"
"tax1763"	"Natronobacterium"
"tax1764"	"Mannheimia"
"tax1765"	"Chlamydiaceae"
"tax1766"	"Polycladomyces"
"tax1767"	"Alkalimarinus"
"tax1768"	"Mycoplasmopsis"
"tax1769"	"Cloacibacterium"
"tax1770"	"Mycosynbacter"
"tax1771"	"Roseburia"
"tax1772"	"Orbaceae"
"tax1773"	"Debaryomycetaceae"
"tax1774"	"Pseudoclavibacter"
"tax1775"	"Mobiluncus"
"tax1776"	"Halogeometricum"
"tax1777"	"Ketobacter"
"tax1778"	"Sulfolobaceae"
"tax1779"	"Dialister"
"tax1780"	"Methanobacterium"
"tax1781"	"Acididesulfobacillus"
"tax1782"	"Chamaesiphon"
"tax1783"	"Chamaesiphonaceae"
"tax1784"	"Salisediminibacterium"
"tax1785"	"Photorhabdus"
"tax1786"	"Lacimicrobium"
"tax1787"	"Longitalea"
"tax1788"	"Merismopediaceae"
"tax1789"	"Synechocystis"
"tax1790"	"Agarivorans"
"tax1791"	"Tamlana"
"tax1792"	"Psychroserpens"
"tax1793"	"Alkaliflexus"
"tax1794"	"Psychroflexus"
"tax1795"	"Caproicibacter"
"tax1796"	"Persicobacter"
"tax1797"	"Persicobacteraceae"
"tax1798"	"Vallotia"
"tax1799"	"Phascolarctobacterium"
"tax1800"	"Apibacter"
"tax1801"	"Gleimia"
"tax1802"	"Jonquetella"
"tax1803"	"Marinilongibacter"
"tax1804"	"Denitrobacterium"
"tax1805"	"Pichiaceae"
"tax1806"	"Eremothecium"
"tax1807"	"Novibacillus"
"tax1808"	"Desulfallaceae"
"tax1809"	"Desulfoscipio"
"tax1810"	"Grimontia"
"tax1811"	"Sulfidibacterium"
"tax1812"	"Weissella"
"tax1813"	"Sphaerisporangium"
"tax1814"	"Petrimonas"
"tax1815"	"Constantimarinum"
"tax1816"	"Proteiniclasticum"
"tax1817"	"Riemerella"
"tax1818"	"Devriesea"
"tax1819"	"Pseudoglutamicibacter"
"tax1820"	"Flintibacter"
"tax1821"	"Sulfurovum"
"tax1822"	"Caproicibacterium"
"tax1823"	"Belliella"
"tax1824"	"Ornithobacterium"
"tax1825"	"Reinekea"
"tax1826"	"Mongoliitalea"
"tax1827"	"Halotia"
"tax1828"	"Halodesulfurarchaeum"
"tax1829"	"Dermatophilus"
"tax1830"	"Arcobacter"
"tax1831"	"Tatumella"
"tax1832"	"Fervidobacteriaceae"
"tax1833"	"Ewingella"
"tax1834"	"Melioribacter"
"tax1835"	"Melioribacteraceae"
"tax1836"	"Neomicrococcus"
"tax1837"	"Paralysiella"
"tax1838"	"Aquirhabdus"
"tax1839"	"Olleya"
"tax1840"	"Methanomethylovorans"
"tax1841"	"Acutalibacter"
"tax1842"	"Zymobacter"
"tax1843"	"Zhongshania"
"tax1844"	"Butyricimonas"
"tax1845"	"Methanoregula"
"tax1846"	"Protochlamydia"
"tax1847"	"Lacrimispora"
"tax1848"	"Chlamydia"
"tax1849"	"Neptunomonas"
"tax1850"	"Thermosulfurimonas"
"tax1851"	"Bacterioplanes"
"tax1852"	"Chloroherpeton"
"tax1853"	"Chloroherpetonaceae"
"tax1854"	"Halovenus"
"tax1855"	"Limihaloglobus"
"tax1856"	"Hydrogenovibrio"
"tax1857"	"Barnesiella"
"tax1858"	"Salinispirillum"
"tax1859"	"Zymomonadaceae"
"tax1860"	"Zymomonas"
"tax1861"	"Vagococcus"
"tax1862"	"Mesoflavibacter"
"tax1863"	"Muriicola"
"tax1864"	"Alkalitalea"
"tax1865"	"Desulforapulum"
"tax1866"	"Saccharimonadaceae"
"tax1867"	"Saccharimonas"
"tax1868"	"Owenweeksia"
"tax1869"	"Petrotogaceae"
"tax1870"	"Lentibacter"
"tax1871"	"Fibrobacter"
"tax1872"	"Fibrobacteraceae"
"tax1873"	"Neptuniibacter"
"tax1874"	"Haematospirillum"
"tax1875"	"Paramuribaculum"
"tax1876"	"Leuconostoc"
"tax1877"	"Fervidibacter"
"tax1878"	"Metallibacterium"
"tax1879"	"Leptotrichia"
"tax1880"	"Paracrocinitomix"
"tax1881"	"Oceanisphaera"
"tax1882"	"Shouchella"
"tax1883"	"Moritella"
"tax1884"	"Moritellaceae"
"tax1885"	"Paraprevotella"
"tax1886"	"Christensenella"
"tax1887"	"Christensenellaceae"
"tax1888"	"Natranaeroarchaeum"
"tax1889"	"Aegicerativicinus"
"tax1890"	"Sedimentisphaera"
"tax1891"	"Aggregatimonas"
"tax1892"	"Geminocystis"
"tax1893"	"Aminipila"
"tax1894"	"Gynuella"
"tax1895"	"Parasaccharibacter"
"tax1896"	"Maridesulfovibrio"
"tax1897"	"Gilliamella"
"tax1898"	"Leptogranulimonas"
"tax1899"	"Changchengzhania"
"tax1900"	"Mangrovimonas"
"tax1901"	"Amoebophilaceae"
"tax1902"	"Zhouia"
"tax1903"	"Bernardetia"
"tax1904"	"Bernardetiaceae"
"tax1905"	"Geovibrionaceae"
"tax1906"	"Hydrogenothermaceae"
"tax1907"	"Shimwellia"
"tax1908"	"Gloeothece"
"tax1909"	"Nitratifractor"
"tax1910"	"Marvinbryantia"
"tax1911"	"Pasteurella"
"tax1912"	"Sporolactobacillaceae"
"tax1913"	"Aerococcus"
"tax1914"	"Pusillibacter"
"tax1915"	"Pukyongia"
"tax1916"	"Niallia"
"tax1917"	"Labilibaculum"
"tax1918"	"Marinifilaceae"
"tax1919"	"Holosporaceae"
"tax1920"	"Formimonas"
"tax1921"	"Falsihalocynthiibacter"
"tax1922"	"Lentibacillus"
"tax1923"	"Flavivirga"
"tax1924"	"Dongshaea"
"tax1925"	"Leadbetterella"
"tax1926"	"Ceratobasidiaceae"
"tax1927"	"Rhizoctonia"
"tax1928"	"Saccharomyces"
"tax1929"	"Aureibaculum"
"tax1930"	"Symbiopectobacterium"
"tax1931"	"Lutimonas"
"tax1932"	"Trichothermofontia"
"tax1933"	"Changpingibacter"
"tax1934"	"Stomatobaculum"
"tax1935"	"Coprobacillaceae"
"tax1936"	"Trichocoleus"
"tax1937"	"Trabulsiella"
"tax1938"	"Thermocoleostomius"
"tax1939"	"Scandinavium"
"tax1940"	"Schleiferilactobacillus"
"tax1941"	"Sediminicola"
"tax1942"	"Superficieibacter"
"tax1943"	"Euzebyella"
"tax1944"	"Arcticibacterium"
"tax1945"	"Aliarcobacter"
"tax1946"	"Acetivibrio"
"tax1947"	"Allobaculum"
"tax1948"	"Coprobacter"
"tax1949"	"Anaerostipes"
"tax1950"	"Nitrosotenuis"
"tax1951"	"Pelosinus"
"tax1952"	"Atopobium"
"tax1953"	"Breznakiella"
"tax1954"	"Desulfopila"
"tax1955"	"Gillisia"
"tax1956"	"Saccharophagus"
"tax1957"	"Hoylesella"
"tax1958"	"Saliniradius"
"tax1959"	"Ephemeroptericola"
"tax1960"	"Effusibacillus"
"tax1961"	"Uabimicrobiaceae"
"tax1962"	"Uabimicrobium"
"tax1963"	"Yokenella"
"tax1964"	"Galbibacter"
"tax1965"	"Marasmiaceae"
"tax1966"	"Marasmius"
"tax1967"	"Flaviramulus"
"tax1968"	"Methylomusa"
"tax1969"	"Croceimicrobium"
"tax1970"	"Dipodascaceae"
"tax1971"	"Yarrowia"
"tax1972"	"Pelagibacter"
"tax1973"	"Pelagibacteraceae"
"tax1974"	"Renibacterium"
"tax1975"	"Spartinivicinus"
"tax1976"	"Zooshikellaceae"
"tax1977"	"Hyellaceae"
"tax1978"	"Pleurocapsa"
"tax1979"	"Candida"
"tax1980"	"Oleiphilaceae"
"tax1981"	"Oleiphilus"
"tax1982"	"Pseudalgibacter"
"tax1983"	"Parascardovia"
"tax1984"	"Fructilactobacillus"
"tax1985"	"Desulfurococcaceae"
"tax1986"	"Pseudescherichia"
"tax1987"	"Bizionia"
"tax1988"	"Veillonella"
"tax1989"	"Thermoanaerobacterium"
"tax1990"	"Lawsonella"
"tax1991"	"Lawsonellaceae"
"tax1992"	"Anaplasma"
"tax1993"	"Costertonia"
"tax1994"	"Methanosphaerula"
"tax1995"	"Laceyella"
"tax1996"	"Borrelia"
"tax1997"	"Cylindrospermum"
"tax1998"	"Arsenophonus"
"tax1999"	"Jonesia"
"tax2000"	"Jonesiaceae"
